  0.00000E+0000  0.00000E+0000  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.20721E+0004  0.00000E+0000  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.60000E+0004  0.00000E+0000  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.99279E+0004  0.00000E+0000  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.12000E+0005  0.00000E+0000  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.00000E+0000  0.20721E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.20721E+0004  0.20721E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.60000E+0004  0.20721E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.99279E+0004  0.20721E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.12000E+0005  0.20721E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.00000E+0000  0.60000E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.20721E+0004  0.60000E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.60000E+0004  0.60000E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.99279E+0004  0.60000E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.12000E+0005  0.60000E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.00000E+0000  0.99279E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.20721E+0004  0.99279E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.60000E+0004  0.99279E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.99279E+0004  0.99279E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.12000E+0005  0.99279E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.00000E+0000  0.12000E+0005  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.20721E+0004  0.12000E+0005  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.60000E+0004  0.12000E+0005  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.99279E+0004  0.12000E+0005  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.12000E+0005  0.12000E+0005  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.12000E+0005  0.00000E+0000  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.14072E+0005  0.00000E+0000  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.18000E+0005  0.00000E+0000  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.21928E+0005  0.00000E+0000  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.24000E+0005  0.00000E+0000  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.12000E+0005  0.20721E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.14072E+0005  0.20721E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.18000E+0005  0.20721E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.21928E+0005  0.20721E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.24000E+0005  0.20721E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.12000E+0005  0.60000E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.14072E+0005  0.60000E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.18000E+0005  0.60000E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.21928E+0005  0.60000E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.24000E+0005  0.60000E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.12000E+0005  0.99279E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.14072E+0005  0.99279E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.18000E+0005  0.99279E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.21928E+0005  0.99279E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
  0.24000E+0005  0.99279E+0004  0.26000E+0004  0.48000E+0004  0.35000E+0004
